,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
18603,16437470,Stylish and Spacious 1 Bed Flat in Hackney,76611441,Bonny,,Hackney,51.56692,-0.07019,Entire home/apt,139,3,11,8/17/2021,0.19,1,58,7,
66275,50323855,Notting Hill Gate Residence V,1432477,City Relay,,Kensington and Chelsea,51.5095,-0.19893,Entire home/apt,139,1,0,,,89,0,0,
66251,50319059,Notting Hill Gate Residence IV,1432477,City Relay,,Kensington and Chelsea,51.5097,-0.20009,Entire home/apt,139,1,0,,,89,11,0,
48946,37937528,"7天。1.14-1.21
seven days
one room.one bed",287476427,Jiaojiao,,Hackney,51.52653,-0.08381,Private room,139,15,0,,,1,365,0,
2481,2344728,EAST LONDON HACKNEY,11973766,David,,Hackney,51.54509,-0.04536,Private room,139,1,0,,,1,365,0,
16458,14724528,Elegant Notting Hill double,91659325,Olinda,,Kensington and Chelsea,51.51613,-0.20115,Entire home/apt,139,4,20,7/11/2018,0.34,1,322,0,
62464,47947884,Superb  Flat  with views over Garden Square,328081094,Bass,,Kensington and Chelsea,51.50267,-0.1875,Entire home/apt,139,4,1,7/19/2021,0.55,12,360,1,
66343,50342323,Notting Hill Gate Residence VII,1432477,City Relay,,Kensington and Chelsea,51.50928,-0.19857,Entire home/apt,139,1,0,,,89,11,0,
17862,15970287,Comfy 2 beds flat in Notting Hill,103732836,Sebastien,,Kensington and Chelsea,51.51338,-0.20289,Entire home/apt,139,2,5,5/7/2017,0.1,1,0,0,
69187,51528345,"Colourful, 1-bedroom Victorian flat with garden",29679530,James,,Hackney,51.56853,-0.06529,Entire home/apt,139,2,1,9/6/2021,1.0,1,345,1,
40077,31143033,"Boutique 1bedroom, South Kensington",204935083,Matthew,,Kensington and Chelsea,51.49446,-0.18856,Entire home/apt,139,3,0,,,64,365,0,
69782,51791524,Central Notting Hill flat with private garden!,22034277,Christina,,Kensington and Chelsea,51.51431324,-0.207085278,Entire home/apt,139,5,0,,,1,345,0,
68340,51201186,"Newly refurbished South Ken 1BR nr South Ken Station, by Blueground",314162972,Blueground,,Kensington and Chelsea,51.490887,-0.182769,Entire home/apt,139,30,0,,,68,333,0,
68306,51183743,1 bed flat Notting Hill 5 mins from portobello,348216303,Rume,,Kensington and Chelsea,51.51346,-0.21051,Entire home/apt,139,3,0,,,1,83,0,
34914,27117881,"Modern, classy apartment in Knightsbrige townhouse",7850507,Saskia,,Kensington and Chelsea,51.49683,-0.16479,Entire home/apt,139,4,2,6/7/2019,0.06,1,0,0,
21533,18595811,Bright & New  - Central Notting Hill Gate Appt.,129130408,Kt,,Kensington and Chelsea,51.51042,-0.19567,Entire home/apt,139,3,43,7/17/2021,0.89,1,43,3,
3238,3455178,Beautiful 3 double bed home with secluded garden,6101747,Alex,,Hackney,51.5613,-0.06586,Entire home/apt,139,29,13,6/7/2017,0.15,1,0,0,
70258,52020060,"Prestigious 1 Bed Chelsea Flat, Private entrance",44748088,Collins,,Kensington and Chelsea,51.48848099,-0.161364444,Entire home/apt,139,2,0,,,1,286,0,
43405,33927228,Beautifully Decorated 1 Bed in Ladbroke Grove,255534248,Lucie,,Kensington and Chelsea,51.51965,-0.22596,Entire home/apt,139,4,16,12/9/2019,0.59,1,0,0,
5781,6263662,"Big, Bright 3 Bed with Quiet Garden",15273499,Alistair,,Hackney,51.55324,-0.06569,Entire home/apt,139,3,13,10/31/2015,0.17,1,0,0,
21716,18696477,Distinctive Kensington 1-bed flat,20001519,VanZyl,,Kensington and Chelsea,51.50384,-0.19302,Entire home/apt,139,1,67,8/15/2021,1.47,50,242,13,
68107,51088528,Stylish Chelsea 2B flat-high ceilings & balcony,2368660,Anastasios,,Kensington and Chelsea,51.48491,-0.18708,Entire home/apt,139,70,0,,,1,92,0,
70089,51919049,Quad Room Ensuite,251746881,Yashok,,Kensington and Chelsea,51.49083828,-0.194155618,Private room,139,1,0,,,7,270,0,
66650,50479814,The Holland Park Escape - Modern & Central 2BDR,4813934,Kimberley,,Kensington and Chelsea,51.50654,-0.21123,Entire home/apt,139,1,2,8/23/2021,1.18,12,322,2,
3273,3492159,1 bedroom King Size Luxury flat South Kensington,17521314,Darren,,Kensington and Chelsea,51.49153,-0.1807,Entire home/apt,139,99,124,9/20/2018,1.47,2,180,0,
40127,31186268,Gorgeous 1 bed home just 3 mins from underground,16040665,Martin & Dallas,,Kensington and Chelsea,51.48975,-0.19674,Entire home/apt,139,5,0,,,3,0,0,
32478,25092474,Family Room Ensuite - Free WiFi - Kensington & Chelsea,184613769,London Town,,Kensington and Chelsea,51.49034,-0.19442,Private room,139,1,0,,,4,252,0,
41296,32200873,FABULOUS BRIGHT & AIRY 3-BEDROOM SHOREDITCH,24364444,Roman,,Hackney,51.53521,-0.06378,Entire home/apt,139,6,19,5/4/2019,0.83,21,57,0,
57700,43883520,"Citadines South Kensington London, Studio Flx Rate",345511173,Citadines,,Kensington and Chelsea,51.49813,-0.18458,Private room,139,1,2,6/17/2021,0.43,3,166,2,
29640,23102481,Have a nice stay - Large flat in Hackney !,23536979,Andy,,Hackney,51.5547,-0.0361,Entire home/apt,139,1,5,7/29/2018,0.12,3,0,0,
66670,50482453,Family bedroom with en-suite - Sleep up to 4 people ( 2 Adults + 2 Children),359985514,Ramzan,,Kensington and Chelsea,51.49473,-0.17484,Private room,139,1,3,8/22/2021,1.18,5,323,3,
55513,42248716,2 bedroom with a terrace,328081094,Bass,,Kensington and Chelsea,51.50094,-0.18694,Entire home/apt,139,4,1,8/1/2021,0.71,12,315,1,
56746,42973506,Self-isolation 3BR flat with a private entrance,24364444,Roman,,Hackney,51.53711,-0.06752,Entire home/apt,139,7,2,1/25/2021,0.28,21,55,2,
5194,5568159,"Elegant, Quiet Flat Steps Away from Shops and Tube",1444493,Alexandre,,Kensington and Chelsea,51.4854,-0.18906,Entire home/apt,139,3,88,7/17/2020,1.19,10,51,2,
11863,11271132,"Historic 1 bed flat, Chelsea, managed by Veeve",33889201,Veeve,,Kensington and Chelsea,51.48929,-0.1713,Entire home/apt,139,3,3,1/3/2017,0.05,864,1,0,
49179,38099072,East London cottage in ideal location,7311311,Charlotte,,Hackney,51.5624,-0.07913,Entire home/apt,140,7,4,9/18/2020,0.17,1,157,1,
46914,36551069,Cosy & Peaceful | Chelsea Gem | Near Fulham Road,22746552,Martin,,Kensington and Chelsea,51.48675,-0.18461,Entire home/apt,140,4,1,9/15/2019,0.04,3,61,0,
1263,814659,Beautiful Notting Hill Apartment,4280165,Patricia,,Kensington and Chelsea,51.51601,-0.20197,Entire home/apt,140,12,12,1/4/2019,0.11,2,317,0,
58478,44414818,"Beautiful, spacious, designer house in Clapton",11544429,Joe,,Hackney,51.5603,-0.05303,Entire home/apt,140,7,0,,,1,43,0,
41665,32519478,Spacious Kensington Garden Flat,60726162,Alexander,,Kensington and Chelsea,51.4933,-0.18946,Entire home/apt,140,4,12,5/7/2019,0.4,4,0,0,
56234,42658399,Beaufort Gardens London,339837285,Sam,,Kensington and Chelsea,51.49787,-0.16474,Entire home/apt,140,2,0,,,1,365,0,
46771,36466089,"Modern 1bd flat close to transit, shops and parks",14754508,P,,Hackney,51.56814,-0.09859,Entire home/apt,140,3,0,,,1,0,0,
11883,11289212,"Beautiful, big 1 Bedroom in the heart of South Ken",58983290,Kelly,,Kensington and Chelsea,51.49527,-0.17774,Entire home/apt,140,2,1,12/6/2016,0.02,1,0,0,
10705,9970425,"Sunny, family-friend Shorditch flat",6020981,Isa,,Hackney,51.52882,-0.08507,Entire home/apt,140,7,0,,,2,0,0,
12674,12051255,"Bright, Cozy Apartment in Shoreditch",36888359,Tal,,Hackney,51.53179,-0.085,Entire home/apt,140,4,21,1/6/2019,0.39,2,0,0,
41906,32707719,Homely Holland Park Apartment,33211921,Richard,,Kensington and Chelsea,51.50992,-0.21198,Entire home/apt,140,2,28,9/13/2020,1.01,1,68,5,
63756,48928387,"Entire Flat - Kensington, London",43418468,Mariam,,Kensington and Chelsea,51.49332,-0.20134,Entire home/apt,140,2,0,,,3,238,0,
47804,37145402,Modern 2 bedroom apartment - Clapton,2550951,Rebekah,,Hackney,51.56184,-0.05574,Entire home/apt,140,14,22,10/27/2019,1.1,1,362,0,
25452,20760561,Bright house in Hackney w/ external garden room.,2951566,Jonathan,,Hackney,51.55853,-0.06991,Entire home/apt,140,13,6,10/10/2017,0.12,2,0,0,
40377,31429525,Roof Top Terrace -  elegant Kensington flat,5701414,Marion,,Kensington and Chelsea,51.49389,-0.18031,Entire home/apt,140,2,14,10/4/2019,0.45,1,0,0,
56623,42889641,Large art deco apartment in the heart of Chelsea,19403737,Charlotte,,Kensington and Chelsea,51.48792,-0.16774,Entire home/apt,140,1,0,,,1,0,0,
37556,29167510,Beautiful 1 Bedroom in KnightsBridge,219793375,Bruce,,Kensington and Chelsea,51.49869,-0.17079,Entire home/apt,140,2,33,1/26/2020,0.96,1,0,0,
46446,36253838,Beautiful Victorian House in North London,272674824,Alexandra,,Hackney,51.57355,-0.0964,Entire home/apt,140,5,0,,,1,0,0,
42543,33221694,Kensington Luxury Private room/Hyde Park/Holand P.,225006478,Anna,,Kensington and Chelsea,51.49704,-0.19711,Private room,140,1,1,9/18/2019,0.04,3,90,0,
54496,41559638,Luminous two bedroom flat in London Fields,3026231,Fernanda,,Hackney,51.53223,-0.06592,Entire home/apt,140,3,0,,,1,0,0,
22618,19225481,Vibrant Victorian Flat with Rooftop Terrace,3249893,Oliver,,Hackney,51.55126,-0.04285,Entire home/apt,140,30,10,7/31/2021,0.27,1,0,1,
46603,36347401,Beautiful 2 bedroom/2 bathroom  flat zone 2,5378444,Evis,,Kensington and Chelsea,51.52833,-0.21777,Private room,140,5,0,,,3,0,0,
41393,32296060,"Stylish, modern garden flat in London Fields",118812846,Harriet,,Hackney,51.54351,-0.04807,Entire home/apt,140,1,2,4/30/2019,0.07,1,0,0,
49918,38608627,Stunning 2BD Flat Overlooking River Lea Hackney,28820321,Veronica,,Hackney,51.55098,-0.02799,Entire home/apt,140,2,10,3/1/2020,0.43,248,0,0,
16352,14624794,Bright & Airy 2BD in Converted Building in Hackney,90567846,Robert,,Hackney,51.53726,-0.05623,Entire home/apt,140,2,9,11/13/2016,0.15,1,0,0,
40321,31369682,Beautiful family home in Hackney,6299215,Stephanie,,Hackney,51.55192,-0.04761,Entire home/apt,140,2,0,,,2,38,0,
60296,45744964,Modern 1 bedroom flat in South Ken/Earls Court,3163454,Adriana,,Kensington and Chelsea,51.491631,-0.189141,Entire home/apt,140,4,0,,,2,29,0,
43844,34284157,Bright flat on vibrant Broadway Market,6029256,Khadija,,Hackney,51.52572,-0.07707,Entire home/apt,140,2,2,6/15/2019,0.07,1,0,0,
44085,34471160,Beautiful 2 bed/ 2 bath Notting Hill Garden Flat,2433851,Deborah,,Kensington and Chelsea,51.52124,-0.22382,Entire home/apt,140,5,10,10/24/2019,0.36,1,255,0,
60221,45699124,Sonder at Kensington Prince of Wales | Private Room | Discounted Rates,224866971,Sonder (London),,Kensington and Chelsea,51.50029,-0.1865,Private room,140,2,25,7/25/2021,4.6,138,262,25,
39900,30975743,Modern Bright Home in Newington Green / Dalston,60608381,Dom,,Hackney,51.55527,-0.08411,Entire home/apt,140,3,22,6/24/2020,0.74,1,46,6,
16673,14957016,Large 1 bedroom flat next to Holland Park,94159098,Ben,,Kensington and Chelsea,51.50597,-0.2114,Entire home/apt,140,2,42,1/17/2020,1.25,6,0,9,
39538,30609217,Designer’s Unique Kensington Apartment + Terrace,5427426,Tom,,Kensington and Chelsea,51.48881,-0.19113,Entire home/apt,140,1,17,1/1/2020,0.55,1,0,0,
20503,17912679,The heart of London Fields,52407106,Elizabeth,,Hackney,51.54038,-0.06242,Entire home/apt,140,2,20,12/20/2020,0.37,1,335,2,
51050,39374390,"1 bedroom apartment in Chelsea, easy self checkin",27632379,Bonnie & Vanni,,Kensington and Chelsea,51.4865,-0.17835,Entire home/apt,140,14,2,3/19/2020,0.1,2,314,0,
24216,20039295,Comfortable Haven in Central London,1608226,Pippa,,Hackney,51.52697,-0.08112,Entire home/apt,140,4,22,5/31/2021,0.44,2,130,2,
20465,17884116,"Family Home, close to public transport and park",15054499,Hanna,,Hackney,51.56059,-0.0528,Entire home/apt,140,3,18,7/24/2021,0.36,1,46,4,
59829,45489293,"The Ladbroke suite @ The Main House, Notting Hill",19432211,Barney,,Kensington and Chelsea,51.5154,-0.20135,Entire home/apt,140,1,0,,,3,56,0,
44943,35174049,Lovely spacious Victorian house in London Fields,2347450,Michael & Johnny,,Hackney,51.54204,-0.0628,Entire home/apt,140,5,4,12/31/2019,0.15,1,194,0,
9818,9411064,"Quiet, Spacious and Cosy property",48797027,Patricia,,Hackney,51.54806,-0.03391,Entire home/apt,140,3,0,,,2,0,0,
3127,3348390,Sloane Square Artist Studio House 2,505353,Caz,,Kensington and Chelsea,51.49027,-0.15646,Entire home/apt,140,365,9,1/24/2019,0.1,3,365,0,
52572,40317741,"Stylish, Creative and Toddler friendly Home",33731440,Rimini,,Hackney,51.55604,-0.05709,Entire home/apt,140,2,2,9/6/2021,0.1,4,360,1,
25260,20617104,Beautiful 3 bedroom flat in Hoxton!,47542963,Nakul,,Hackney,51.53524,-0.07865,Entire home/apt,140,7,22,7/7/2018,0.48,8,111,2,
24275,20063303,Gorgeous modern flat in the heart of London!,137640670,Royaldeep,,Hackney,51.52684,-0.08279,Entire home/apt,140,2,14,10/17/2019,0.47,2,0,0,
39062,30309367,"3bed Warehouse-Flat, London Fields,Broadway Mkt",15843033,Jennefer,,Hackney,51.53775,-0.05456,Entire home/apt,140,90,6,3/24/2019,0.2,2,364,0,
53157,40631580,"Edwardian flat, charming, bright & family friendly",7531689,Seila,,Hackney,51.55117,-0.03818,Entire home/apt,140,4,0,,,1,70,0,
21579,18625836,"Serene, great area, easily accessible",24587334,Zara,,Kensington and Chelsea,51.52976,-0.22645,Entire home/apt,140,5,0,,,1,0,0,
10546,9872606,Bright apartment with garden,50804286,D'Oultremont,,Kensington and Chelsea,51.49294,-0.19858,Entire home/apt,140,5,9,12/31/2018,0.14,1,0,0,
62164,47462013,London Zone 2 Lovely 4 bedroom Apartment,20802740,Ayo,,Hackney,51.54349,-0.02735,Entire home/apt,140,3,1,8/31/2021,1.0,11,356,1,
1414,972147,Amazing 2 Bed Garden Flat - Excellent Location!,2444375,Emily,,Hackney,51.55848,-0.08239,Entire home/apt,140,4,6,3/10/2017,0.07,1,0,0,
9152,8853408,Bright airy Kensington garden flat,15452934,Claire,,Kensington and Chelsea,51.49547,-0.19294,Entire home/apt,140,2,1,6/12/2016,0.02,1,0,0,
9281,8968108,Luxury Apartment - Zone 1,7715554,Dane,,Hackney,51.52817,-0.08823,Entire home/apt,140,3,0,,,1,0,0,
10475,9833924,Luxurious  Chelsea apartment,27648054,Nicolo,,Kensington and Chelsea,51.49043,-0.19142,Entire home/apt,140,4,0,,,1,0,0,
39978,31050372,Luxury Duplex Apartment in London’s trendiest area,10385854,Carys,,Hackney,51.52818,-0.09101,Entire home/apt,140,1,1,1/1/2019,0.03,1,0,0,
21427,18502636,"London flat suits upto 7 people, great location",112859448,Denize,,Hackney,51.57001,-0.09467,Entire home/apt,140,3,64,8/9/2019,1.23,3,173,2,
23538,19728261,Double Bedroom in creative house - East London,139075184,Dave,,Hackney,51.55267,-0.04051,Private room,140,1,0,,,1,0,0,
39934,31013234,"Stunning 1BD Apartment just off Kings Rd, Chelsea!",231621397,Freddie,,Kensington and Chelsea,51.49147,-0.16085,Entire home/apt,140,4,16,6/19/2021,0.59,1,0,8,
21414,18493200,Newly renovated 2 bed flat in Earls Court.,10199318,Victoria,,Kensington and Chelsea,51.48863,-0.19256,Entire home/apt,140,1,21,10/2/2017,0.4,2,0,0,
24515,20174342,Luxury Kensington apartment zone 1,143600871,Katya,,Kensington and Chelsea,51.49485,-0.1958,Entire home/apt,140,3,29,12/30/2019,0.67,1,286,0,
59114,45011551,Superior FamilyApartment in City Old street,363067199,Anna,,Hackney,51.52531,-0.08095,Entire home/apt,140,1,22,10/25/2020,1.71,12,0,20,
43520,34024336,Modern Luxury Chelsea Apartment,9914622,Victor,,Kensington and Chelsea,51.4807,-0.18258,Entire home/apt,140,2,17,3/13/2020,0.59,1,194,0,
26158,21158071,"Bright new flat in London Fields, East London",3461776,Paul,,Hackney,51.53664,-0.05792,Entire home/apt,140,5,5,11/3/2019,0.11,1,0,0,
49,70482,Fabulous Hackney flat  Victoria Park London fields,357352,Michael,,Hackney,51.54049,-0.04916,Entire home/apt,140,5,0,,,1,334,0,
70437,52109584,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.48998549,-0.180258351,Entire home/apt,140,1,0,,,93,341,0,
66214,50302159,Bright and charming flat in N1,31961458,Elizabeth,,Hackney,51.5458,-0.08075,Entire home/apt,140,3,0,,,1,115,0,
28775,22500496,Family friendly 2-bed with garden in Holland Park,6363975,Natalia,,Kensington and Chelsea,51.50321,-0.21381,Entire home/apt,140,1,3,8/31/2021,0.07,1,282,2,
66123,50267543,Bright 2 Levels APT Steps from Vibrant Market,37221578,Jadelin,,Hackney,51.55678,-0.04322,Entire home/apt,140,3,0,,,1,102,0,
70438,52109796,"Spacious Studio Apartments / Gym, sauna, Jacuzzi",406524410,Roland House,,Kensington and Chelsea,51.48978574,-0.181061412,Entire home/apt,140,1,0,,,93,279,0,
70442,52110103,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49046025,-0.181847584,Entire home/apt,140,1,0,,,93,53,0,
70447,52110408,Spacious studio flat - gym sauna jacuzzi,406524410,Roland House,,Kensington and Chelsea,51.49006163,-0.181535135,Entire home/apt,140,1,0,,,93,329,0,
70448,52110463,Spacious studio flat with gym spa and jacuzzi,406524410,Roland House,,Kensington and Chelsea,51.48994564,-0.179970871,Entire home/apt,140,1,0,,,93,341,0,
6900,7091305,London (Hackney) Victorian House,36588891,Sergio,,Hackney,51.5379,-0.0545,Entire home/apt,140,4,9,8/12/2018,0.12,1,0,0,
36147,27953397,Stunning 2 Bedroom Garden Flat in Notting Hill,183495123,Lesley,,Kensington and Chelsea,51.51598,-0.20893,Entire home/apt,140,2,24,7/4/2019,0.82,2,0,0,
70450,52110520,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.48989168,-0.181331071,Entire home/apt,140,1,0,,,93,336,0,
70451,52110525,Spacious studio flat with gym sauna and jacuzzi,406524410,Roland House,,Kensington and Chelsea,51.49135818,-0.179601514,Entire home/apt,140,1,0,,,93,347,0,
70452,52110535,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49113061,-0.179786326,Entire home/apt,140,1,0,,,93,287,0,
27131,21652831,Lovely 2-Bedroom Flat in Beautiful Notting Hill,150401153,Nick,,Kensington and Chelsea,51.51304,-0.19935,Entire home/apt,140,2,0,,,1,0,0,
32096,24803618,"2bed close to London stadium, Copperbox, Vic Park",19847395,Jo,,Hackney,51.5461,-0.02911,Entire home/apt,140,4,10,1/7/2020,0.25,1,0,0,
70453,52110539,Spacious studio flat with gym sauna and jacuzzi,406524410,Roland House,,Kensington and Chelsea,51.48982,-0.18134,Entire home/apt,140,1,0,,,93,346,0,
70454,52110548,Spacious studio flat with gym sauna and jacuzzi,406524410,Roland House,,Kensington and Chelsea,51.48977141,-0.179627987,Entire home/apt,140,1,0,,,93,95,0,
70455,52110552,Spacious studio flat with gym sauna and jacuzzi,406524410,Roland House,,Kensington and Chelsea,51.48976905,-0.179668992,Entire home/apt,140,1,0,,,93,340,0,
70457,52110561,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.48989316,-0.181748157,Entire home/apt,140,1,0,,,93,319,0,
70458,52110564,Spacious studio flat with gym sauna and jacuzzi,406524410,Roland House,,Kensington and Chelsea,51.489841,-0.181203779,Entire home/apt,140,1,0,,,93,330,0,
70459,52110568,Spacious studio flat with gym sauna and jacuzzi,406524410,Roland House,,Kensington and Chelsea,51.4902367,-0.179689604,Entire home/apt,140,1,0,,,93,320,0,
70460,52110570,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49027,-0.18191,Entire home/apt,140,1,0,,,93,344,0,
70435,52109168,"Spacious Studio Flat / Gym, Sauna, Jacuzzi",406524410,Roland House,,Kensington and Chelsea,51.48980634,-0.181616984,Entire home/apt,140,1,0,,,93,246,0,
32465,25081647,Chancho House,44318114,Francisco,,Kensington and Chelsea,51.48438,-0.16732,Private room,140,1,0,,,1,90,0,
6868,7070336,Lovely 1 bed flat by Old street,516221,Flavie,,Hackney,51.52864,-0.08965,Entire home/apt,140,10,83,8/7/2019,1.16,1,9,0,
36008,27819627,Luxury Bright & Quiet Flat - Chelsea - Earls Court,10548134,David,,Kensington and Chelsea,51.48694,-0.18669,Entire home/apt,140,4,15,8/20/2021,0.41,24,95,1,
34383,26658568,1Bed in Notting Hill 3 min to Portobello Rd Market,188461840,Rachel & Aaron,,Kensington and Chelsea,51.51643,-0.20209,Entire home/apt,140,2,0,,,8,0,0,
5521,5962180,Shoreditch Waterside 2 Bed Flat,18525870,Nick & Mariana,,Hackney,51.53766,-0.08033,Entire home/apt,140,6,10,8/28/2016,0.13,3,0,0,
68691,51340323,Elfin Studio,415798559,No.2 Queensberry Place By Stayo,,Kensington and Chelsea,51.49544725,-0.176922454,Entire home/apt,140,1,0,,,6,188,0,
67729,50947697,Luxury modern apartment in the heart of shoreditch,17807185,Taco,,Hackney,51.52967,-0.07662,Entire home/apt,140,5,1,9/8/2021,1.0,1,122,1,
6172,6580320,High Street Kensington,34422150,Margaret,,Kensington and Chelsea,51.4996,-0.20704,Entire home/apt,140,3,64,12/19/2017,0.9,1,133,0,
37485,29098868,Apartment in Shoreditch!,20631825,Oz,,Hackney,51.52831,-0.09044,Entire home/apt,140,2,6,12/30/2019,0.18,1,0,0,
5140,5498579,"Bright Top-Floor Home, Fast Transport & Wi-Fi",2869079,Julia,,Hackney,51.55269,-0.075,Entire home/apt,140,10,35,5/27/2018,0.45,2,8,0,
6605,6893146,Stylish and Modern 2 Bed 2 Bath,27531793,Zon,,Kensington and Chelsea,51.49874,-0.21001,Entire home/apt,140,7,7,7/15/2017,0.09,1,347,0,
27931,21985820,"Notting Hill: Stunning, bright beautiful Flat. W10",6523214,Justine,,Kensington and Chelsea,51.51933,-0.21169,Entire home/apt,140,3,0,,,1,0,0,
4842,5118546,Victorian Family house. Zone 2,18751783,Gail,,Hackney,51.56524,-0.06483,Entire home/apt,140,5,20,8/19/2019,0.27,2,0,0,
70462,52110579,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.4899251,-0.181087011,Entire home/apt,140,1,0,,,93,336,0,
4355,4669375,Stunning 2 Bedroom Flat in Vibrant Stoke Newington,10565657,Lucy,,Hackney,51.55748,-0.06934,Entire home/apt,140,3,10,1/27/2019,0.37,1,0,0,
27765,21917958,Victorian maisonette with garden in London Fields,159927202,Ayman,,Hackney,51.54466,-0.06393,Entire home/apt,140,4,2,6/27/2019,0.08,1,0,0,
69746,51768504,Luxury 1 bed in Central London,1967808,Izabela,,Kensington and Chelsea,51.49239691,-0.189240203,Entire home/apt,140,5,0,,,21,73,0,
27646,21866564,Sunny London Fields 2 Bedroom Flat,2787900,Maggie,,Hackney,51.54298,-0.05812,Entire home/apt,140,2,8,10/21/2018,0.18,2,0,0,
32816,25340451,2 bedroom spacious flat in Shoreditch/Hoxton,129893994,Brianne,,Hackney,51.52998,-0.08189,Entire home/apt,140,5,1,1/2/2020,0.05,1,15,0,
2357,2145993,5* Complete Notting Hill Apartment,10954712,Simon,,Kensington and Chelsea,51.5111,-0.19825,Entire home/apt,140,3,134,10/5/2020,1.54,1,214,3,
69807,51801085,Smart one bedroom house. Lexham Gardens/Kensington,174706825,Hadi,,Kensington and Chelsea,51.49513674,-0.189337006,Entire home/apt,140,3,0,,,1,315,0,
32639,25209500,"★ Stunning canal-side 2 bed, 2 bath with balcony ★",39205260,Monika,,Hackney,51.53696,-0.0788,Entire home/apt,140,3,17,9/12/2019,0.82,3,0,0,
69889,51817465,WAREHOUSE CONVERSION LOFT - SHOREDITCH ZONE 1,166069115,Kelly,,Hackney,51.52519813,-0.081985954,Entire home/apt,140,30,0,,,9,323,0,
4571,4825530,DESIGNER FLAT in HACKNEY,11459250,Camille,,Hackney,51.5364,-0.06608,Entire home/apt,140,3,6,5/17/2018,0.08,1,279,0,
70023,51882436,"Modern, New Large Studio Apartment",1967808,Izabela,,Kensington and Chelsea,51.49222832,-0.189157586,Entire home/apt,140,5,0,,,21,81,0,
27766,21918104,Chelsea two bedroom flat,69215175,Ally,,Kensington and Chelsea,51.48877,-0.18545,Entire home/apt,140,2,6,7/30/2018,0.16,1,106,1,
70465,52110595,Spacious studio flat with gym sauna and jacuzzi,406524410,Roland House,,Kensington and Chelsea,51.49131562,-0.179818788,Entire home/apt,140,1,0,,,93,264,0,
34180,26493363,Beautiful Family Home in the heart of Hackney,4903671,Hattie,,Hackney,51.55722,-0.04689,Entire home/apt,140,7,6,1/4/2020,0.16,1,314,1,
70469,52110626,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49114778,-0.179884298,Entire home/apt,140,1,0,,,93,340,0,
70485,52110743,Spacious studio flat with gym sauna and jacuzzi,406524410,Roland House,,Kensington and Chelsea,51.48984649,-0.180996823,Entire home/apt,140,1,0,,,93,343,0,
70486,52110746,Spacious studio flat with gym sauna and jacuzzi,406524410,Roland House,,Kensington and Chelsea,51.48994622,-0.179779571,Entire home/apt,140,1,0,,,93,338,0,
70487,52110753,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49030104,-0.181642574,Entire home/apt,140,1,0,,,93,317,0,
70488,52110758,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.48995202,-0.179612227,Entire home/apt,140,1,0,,,93,336,0,
70489,52110764,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49002409,-0.181289453,Entire home/apt,140,1,0,,,93,308,0,
70491,52110778,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49027112,-0.179645048,Entire home/apt,140,1,0,,,93,350,0,
70492,52110786,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49001257,-0.181941338,Entire home/apt,140,1,0,,,93,351,0,
70498,52111346,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49137404,-0.179917988,Entire home/apt,140,1,0,,,93,346,0,
70499,52111350,Spacious studio flat with gym sauna and jacuzzi,406524410,Roland House,,Kensington and Chelsea,51.48978655,-0.179642648,Entire home/apt,140,1,0,,,93,324,0,
2417,2224507,Spacious family House London Fields,11352238,Emily,,Hackney,51.53956,-0.05685,Entire home/apt,140,5,13,9/1/2015,0.35,1,173,0,
70500,52111353,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.4898574,-0.181630564,Entire home/apt,140,1,0,,,93,351,0,
70484,52110732,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.48978577,-0.181400287,Entire home/apt,140,1,0,,,93,351,0,
70501,52111358,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49048663,-0.181940199,Entire home/apt,140,1,0,,,93,309,0,
70503,52111365,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.48973941,-0.180041981,Entire home/apt,140,1,0,,,93,337,0,
70467,52110619,Spacious studio flat with gym sauna and jacuzzi,406524410,Roland House,,Kensington and Chelsea,51.49037072,-0.179659348,Entire home/apt,140,1,0,,,93,342,0,
